time,target,sensor,P,I,D,ds
5924,200,201,10.000000,12.866133,304.687500,327.553633
5925,200,201,10.000000,12.868267,0.000000,22.868267
5926,200,201,10.000000,12.870400,0.000000,22.870400
5927,200,201,10.000000,12.872533,0.000000,22.872533
5928,200,194,-60.000000,12.859733,-164.062500,-211.202767
5929,200,194,-60.000000,12.846933,0.000000,-47.153067
5930,200,194,-60.000000,12.834133,0.000000,-47.165867
5931,200,194,-60.000000,12.821333,0.000000,-47.178667
5932,200,194,-60.000000,12.808533,0.000000,-47.191467
5933,200,204,40.000000,12.817067,234.375000,287.192067
5934,200,204,40.000000,12.825600,0.000000,52.825600
5935,200,204,40.000000,12.834133,0.000000,52.834133
5936,200,204,40.000000,12.842667,0.000000,52.842667
5937,200,204,40.000000,12.851200,0.000000,52.851200
5938,200,198,-20.000000,12.846933,-140.625000,-147.778067
5939,200,198,-20.000000,12.842667,0.000000,-7.157333
5940,200,198,-20.000000,12.838400,0.000000,-7.161600
5941,200,198,-20.000000,12.834133,0.000000,-7.165867
5942,200,198,-20.000000,12.829867,0.000000,-7.170133
5943,200,202,20.000000,12.834133,93.750000,126.584133
5944,200,202,20.000000,12.838400,0.000000,32.838400
5945,200,202,20.000000,12.842667,0.000000,32.842667
5946,200,202,20.000000,12.846933,0.000000,32.846933
5947,200,202,20.000000,12.851200,0.000000,32.851200
5948,200,197,-30.000000,12.844800,-117.187500,-134.342700
5949,200,197,-30.000000,12.838400,0.000000,-17.161600
5950,200,197,-30.000000,12.832000,0.000000,-17.168000
5951,200,197,-30.000000,12.825600,0.000000,-17.174400
5952,200,197,-30.000000,12.819200,0.000000,-17.180800
5953,200,198,-20.000000,12.814933,23.437500,16.252433
5954,200,198,-20.000000,12.810667,0.000000,-7.189333
5955,200,198,-20.000000,12.806400,0.000000,-7.193600
5956,200,198,-20.000000,12.802133,0.000000,-7.197867
5957,200,198,-20.000000,12.797867,0.000000,-7.202133
5958,200,192,-80.000000,12.780800,-140.625000,-207.844200
5959,200,192,-80.000000,12.763733,0.000000,-67.236267
5960,200,192,-80.000000,12.746667,0.000000,-67.253333
5961,200,192,-80.000000,12.729600,0.000000,-67.270400
5962,200,192,-80.000000,12.712533,0.000000,-67.287467
5963,200,195,-50.000000,12.701867,70.312500,33.014367
5964,200,195,-50.000000,12.691200,0.000000,-37.308800
5965,200,195,-50.000000,12.680533,0.000000,-37.319467
5966,200,195,-50.000000,12.669867,0.000000,-37.330133
5967,200,197,-30.000000,12.663467,46.875000,29.538467
5968,200,197,-30.000000,12.657067,0.000000,-17.342933
5969,200,197,-30.000000,12.650667,0.000000,-17.349333
5970,200,197,-30.000000,12.644267,0.000000,-17.355733
5971,200,197,-30.000000,12.637867,0.000000,-17.362133
5972,200,197,-30.000000,12.631467,0.000000,-17.368533
5973,200,197,-30.000000,12.625067,0.000000,-17.374933
5974,200,197,-30.000000,12.618667,0.000000,-17.381333
5975,200,197,-30.000000,12.612267,0.000000,-17.387733
5976,200,197,-30.000000,12.605867,0.000000,-17.394133
5977,200,202,20.000000,12.610133,117.187500,149.797633
5978,200,202,20.000000,12.614400,0.000000,32.614400
5979,200,202,20.000000,12.618667,0.000000,32.618667
5980,200,202,20.000000,12.622933,0.000000,32.622933
5981,200,202,20.000000,12.627200,0.000000,32.627200
5982,200,197,-30.000000,12.620800,-117.187500,-134.566700
5983,200,197,-30.000000,12.614400,0.000000,-17.385600
5984,200,197,-30.000000,12.608000,0.000000,-17.392000
5985,200,197,-30.000000,12.601600,0.000000,-17.398400
5986,200,197,-30.000000,12.595200,0.000000,-17.404800
5987,200,198,-20.000000,12.590933,23.437500,16.028433
5988,200,198,-20.000000,12.586667,0.000000,-7.413333
5989,200,198,-20.000000,12.582400,0.000000,-7.417600
5990,200,198,-20.000000,12.578133,0.000000,-7.421867
5991,200,198,-20.000000,12.573867,0.000000,-7.426133
5992,200,196,-40.000000,12.565333,-46.875000,-74.309667
5993,200,196,-40.000000,12.556800,0.000000,-27.443200
5994,200,196,-40.000000,12.548267,0.000000,-27.451733
5995,200,196,-40.000000,12.539733,0.000000,-27.460267
5996,200,195,-50.000000,12.529067,-23.437500,-60.908433
5997,200,195,-50.000000,12.518400,0.000000,-37.481600
5998,200,195,-50.000000,12.507733,0.000000,-37.492267
5999,200,195,-50.000000,12.497067,0.000000,-37.502933
6000,150,195,450.000000,12.593067,1171.875000,1634.468067
6001,150,197,470.000000,12.693333,46.875000,529.568333
6002,150,197,470.000000,12.793600,0.000000,482.793600
6003,150,197,470.000000,12.893867,0.000000,482.893867
6004,150,197,470.000000,12.994133,0.000000,482.994133
6005,150,197,470.000000,13.094400,0.000000,483.094400
6006,150,197,470.000000,13.194667,0.000000,483.194667
6007,150,197,470.000000,13.294933,0.000000,483.294933
6008,150,197,470.000000,13.395200,0.000000,483.395200
6009,150,197,470.000000,13.495467,0.000000,483.495467
6010,150,197,470.000000,13.595733,0.000000,483.595733
6011,150,214,640.000000,13.732267,398.437500,1052.169767
6012,150,214,640.000000,13.868800,0.000000,653.868800
6013,150,214,640.000000,14.005333,0.000000,654.005333
6014,150,214,640.000000,14.141867,0.000000,654.141867
6015,150,214,640.000000,14.278400,0.000000,654.278400
6016,150,189,390.000000,14.361600,-585.937500,-181.575900
6017,150,189,390.000000,14.444800,0.000000,404.444800
6018,150,189,390.000000,14.528000,0.000000,404.528000
6019,150,189,390.000000,14.611200,0.000000,404.611200
6020,150,189,390.000000,14.694400,0.000000,404.694400
6021,150,195,450.000000,14.790400,140.625000,605.415400
6022,150,195,450.000000,14.886400,0.000000,464.886400
6023,150,195,450.000000,14.982400,0.000000,464.982400
6024,150,195,450.000000,15.078400,0.000000,465.078400
6025,150,195,450.000000,15.174400,0.000000,465.174400
6026,150,167,170.000000,15.210667,-656.250000,-471.039333
6027,150,167,170.000000,15.246933,0.000000,185.246933
6028,150,167,170.000000,15.283200,0.000000,185.283200
6029,150,167,170.000000,15.319467,0.000000,185.319467
6030,150,167,170.000000,15.355733,0.000000,185.355733
6031,150,159,90.000000,15.374933,-187.500000,-82.125067
6032,150,159,90.000000,15.394133,0.000000,105.394133
6033,150,159,90.000000,15.413333,0.000000,105.413333
6034,150,159,90.000000,15.432533,0.000000,105.432533
6035,150,159,90.000000,15.451733,0.000000,105.451733
6036,150,156,60.000000,15.464533,-70.312500,5.152033
6037,150,156,60.000000,15.477333,0.000000,75.477333
6038,150,156,60.000000,15.490133,0.000000,75.490133
6039,150,156,60.000000,15.502933,0.000000,75.502933
6040,150,156,60.000000,15.515733,0.000000,75.515733
6041,150,155,50.000000,15.526400,-23.437500,42.088900
6042,150,155,50.000000,15.537067,0.000000,65.537067
6043,150,155,50.000000,15.547733,0.000000,65.547733
6044,150,155,50.000000,15.558400,0.000000,65.558400
6045,150,171,210.000000,15.603200,375.000000,600.603200
6046,150,171,210.000000,15.648000,0.000000,225.648000
6047,150,171,210.000000,15.692800,0.000000,225.692800
6048,150,171,210.000000,15.737600,0.000000,225.737600
6049,150,171,210.000000,15.782400,0.000000,225.782400
6050,150,155,50.000000,15.793067,-375.000000,-309.206933
6051,150,155,50.000000,15.803733,0.000000,65.803733
6052,150,155,50.000000,15.814400,0.000000,65.814400
6053,150,155,50.000000,15.825067,0.000000,65.825067
6054,150,155,50.000000,15.835733,0.000000,65.835733
6055,150,174,240.000000,15.886933,445.312500,701.199433
6056,150,174,240.000000,15.938133,0.000000,255.938133
6057,150,174,240.000000,15.989333,0.000000,255.989333
6058,150,174,240.000000,16.040533,0.000000,256.040533
6059,150,174,240.000000,16.091733,0.000000,256.091733
6060,150,147,-30.000000,16.085333,-632.812500,-646.727167
6061,150,147,-30.000000,16.078933,0.000000,-13.921067
6062,150,147,-30.000000,16.072533,0.000000,-13.927467
6063,150,147,-30.000000,16.066133,0.000000,-13.933867
6064,150,147,-30.000000,16.059733,0.000000,-13.940267
6065,150,164,140.000000,16.089600,398.437500,554.527100
6066,150,164,140.000000,16.119467,0.000000,156.119467
6067,150,164,140.000000,16.149333,0.000000,156.149333
6068,150,164,140.000000,16.179200,0.000000,156.179200
6069,150,164,140.000000,16.209067,0.000000,156.209067
6070,150,144,-60.000000,16.196267,-468.750000,-512.553733
6071,150,144,-60.000000,16.183467,0.000000,-43.816533
6072,150,144,-60.000000,16.170667,0.000000,-43.829333
6073,150,144,-60.000000,16.157867,0.000000,-43.842133
6074,150,144,-60.000000,16.145067,0.000000,-43.854933
6075,150,150,0.000000,16.145067,140.625000,156.770067
6076,150,150,0.000000,16.145067,0.000000,16.145067
6077,150,150,0.000000,16.145067,0.000000,16.145067
6078,150,150,0.000000,16.145067,0.000000,16.145067
6079,150,150,0.000000,16.145067,0.000000,16.145067
6080,150,138,-120.000000,16.119467,-281.250000,-385.130533
6081,150,138,-120.000000,16.093867,0.000000,-103.906133
6082,150,138,-120.000000,16.068267,0.000000,-103.931733
6083,150,138,-120.000000,16.042667,0.000000,-103.957333
6084,150,140,-100.000000,16.021333,46.875000,-37.103667
6085,150,140,-100.000000,16.000000,0.000000,-84.000000
6086,150,140,-100.000000,15.978667,0.000000,-84.021333
6087,150,140,-100.000000,15.957333,0.000000,-84.042667
6088,150,140,-100.000000,15.936000,0.000000,-84.064000
6089,150,142,-80.000000,15.918933,46.875000,-17.206067
6090,150,142,-80.000000,15.901867,0.000000,-64.098133
6091,150,142,-80.000000,15.884800,0.000000,-64.115200
6092,150,142,-80.000000,15.867733,0.000000,-64.132267
6093,150,142,-80.000000,15.850667,0.000000,-64.149333
6094,150,142,-80.000000,15.833600,0.000000,-64.166400
6095,150,142,-80.000000,15.816533,0.000000,-64.183467
6096,150,142,-80.000000,15.799467,0.000000,-64.200533
6097,150,142,-80.000000,15.782400,0.000000,-64.217600
6098,150,142,-80.000000,15.765333,0.000000,-64.234667
6099,150,147,-30.000000,15.758933,117.187500,102.946433
6100,150,147,-30.000000,15.752533,0.000000,-14.247467
6101,150,147,-30.000000,15.746133,0.000000,-14.253867
6102,150,147,-30.000000,15.739733,0.000000,-14.260267
6103,150,147,-30.000000,15.733333,0.000000,-14.266667
6104,150,147,-30.000000,15.726933,0.000000,-14.273067
6105,150,147,-30.000000,15.720533,0.000000,-14.279467
6106,150,147,-30.000000,15.714133,0.000000,-14.285867
6107,150,147,-30.000000,15.707733,0.000000,-14.292267
6108,150,147,-30.000000,15.701333,0.000000,-14.298667
6109,150,149,-10.000000,15.699200,46.875000,52.574200
6110,150,149,-10.000000,15.697067,0.000000,5.697067
6111,150,149,-10.000000,15.694933,0.000000,5.694933
6112,150,149,-10.000000,15.692800,0.000000,5.692800
6113,150,149,-10.000000,15.690667,0.000000,5.690667
6114,150,141,-90.000000,15.671467,-187.500000,-261.828533
6115,150,141,-90.000000,15.652267,0.000000,-74.347733
6116,150,141,-90.000000,15.633067,0.000000,-74.366933
6117,150,141,-90.000000,15.613867,0.000000,-74.386133
6118,150,141,-90.000000,15.594667,0.000000,-74.405333
6119,150,145,-50.000000,15.584000,93.750000,59.334000
6120,150,145,-50.000000,15.573333,0.000000,-34.426667
6121,150,145,-50.000000,15.562667,0.000000,-34.437333
6122,150,145,-50.000000,15.552000,0.000000,-34.448000
6123,150,145,-50.000000,15.541333,0.000000,-34.458667
6124,150,148,-20.000000,15.537067,70.312500,65.849567
6125,150,148,-20.000000,15.532800,0.000000,-4.467200
6126,150,148,-20.000000,15.528533,0.000000,-4.471467
6127,150,148,-20.000000,15.524267,0.000000,-4.475733
6128,150,145,-50.000000,15.513600,-70.312500,-104.798900
6129,150,145,-50.000000,15.502933,0.000000,-34.497067
6130,150,145,-50.000000,15.492267,0.000000,-34.507733
6131,150,145,-50.000000,15.481600,0.000000,-34.518400
6132,150,145,-50.000000,15.470933,0.000000,-34.529067
6133,150,147,-30.000000,15.464533,46.875000,32.339533
6134,150,147,-30.000000,15.458133,0.000000,-14.541867
6135,150,147,-30.000000,15.451733,0.000000,-14.548267
6136,150,147,-30.000000,15.445333,0.000000,-14.554667
6137,150,147,-30.000000,15.438933,0.000000,-14.561067
6138,150,145,-50.000000,15.428267,-46.875000,-81.446733
6139,150,145,-50.000000,15.417600,0.000000,-34.582400
6140,150,145,-50.000000,15.406933,0.000000,-34.593067
6141,150,145,-50.000000,15.396267,0.000000,-34.603733
6142,150,145,-50.000000,15.385600,0.000000,-34.614400
6143,150,144,-60.000000,15.372800,-23.437500,-68.064700
6144,150,144,-60.000000,15.360000,0.000000,-44.640000
6145,150,144,-60.000000,15.347200,0.000000,-44.652800
6146,150,144,-60.000000,15.334400,0.000000,-44.665600
6147,150,144,-60.000000,15.321600,0.000000,-44.678400
6148,150,143,-70.000000,15.306667,-23.437500,-78.130833
6149,150,143,-70.000000,15.291733,0.000000,-54.708267
6150,150,143,-70.000000,15.276800,0.000000,-54.723200
6151,150,143,-70.000000,15.261867,0.000000,-54.738133
6152,150,143,-70.000000,15.246933,0.000000,-54.753067
6153,150,142,-80.000000,15.229867,-23.437500,-88.207633
6154,150,142,-80.000000,15.212800,0.000000,-64.787200
6155,150,142,-80.000000,15.195733,0.000000,-64.804267
6156,150,142,-80.000000,15.178667,0.000000,-64.821333
6157,150,142,-80.000000,15.161600,0.000000,-64.838400
6158,150,150,0.000000,15.161600,187.500000,202.661600
6159,150,150,0.000000,15.161600,0.000000,15.161600
6160,150,150,0.000000,15.161600,0.000000,15.161600
6161,150,150,0.000000,15.161600,0.000000,15.161600
6162,150,148,-20.000000,15.157333,-46.875000,-51.717667
6163,150,148,-20.000000,15.153067,0.000000,-4.846933
6164,150,148,-20.000000,15.148800,0.000000,-4.851200
6165,150,148,-20.000000,15.144533,0.000000,-4.855467
6166,150,148,-20.000000,15.140267,0.000000,-4.859733
6167,150,149,-10.000000,15.138133,23.437500,28.575633
6168,150,149,-10.000000,15.136000,0.000000,5.136000
6169,150,149,-10.000000,15.133867,0.000000,5.133867
6170,150,149,-10.000000,15.131733,0.000000,5.131733
6171,150,149,-10.000000,15.129600,0.000000,5.129600
6172,150,150,0.000000,15.129600,23.437500,38.567100
6173,150,150,0.000000,15.129600,0.000000,15.129600
6174,150,150,0.000000,15.129600,0.000000,15.129600
6175,150,150,0.000000,15.129600,0.000000,15.129600
6176,150,150,0.000000,15.129600,0.000000,15.129600
6177,150,146,-40.000000,15.121067,-93.750000,-118.628933
6178,150,146,-40.000000,15.112533,0.000000,-24.887467
6179,150,146,-40.000000,15.104000,0.000000,-24.896000
6180,150,146,-40.000000,15.095467,0.000000,-24.904533
6181,150,146,-40.000000,15.086933,0.000000,-24.913067
6182,150,148,-20.000000,15.082667,46.875000,41.957667
6183,150,148,-20.000000,15.078400,0.000000,-4.921600
6184,150,148,-20.000000,15.074133,0.000000,-4.925867
6185,150,148,-20.000000,15.069867,0.000000,-4.930133
6186,150,148,-20.000000,15.065600,0.000000,-4.934400
6187,150,142,-80.000000,15.048533,-140.625000,-205.576467
6188,150,142,-80.000000,15.031467,0.000000,-64.968533
6189,150,142,-80.000000,15.014400,0.000000,-64.985600
6190,150,142,-80.000000,14.997333,0.000000,-65.002667
6191,150,142,-80.000000,14.980267,0.000000,-65.019733
6192,150,149,-10.000000,14.978133,164.062500,169.040633
6193,150,149,-10.000000,14.976000,0.000000,4.976000
6194,150,149,-10.000000,14.973867,0.000000,4.973867
6195,150,149,-10.000000,14.971733,0.000000,4.971733
6196,150,149,-10.000000,14.969600,0.000000,4.969600
6197,150,151,10.000000,14.971733,46.875000,71.846733
6198,150,151,10.000000,14.973867,0.000000,24.973867
6199,150,151,10.000000,14.976000,0.000000,24.976000
6200,150,151,10.000000,14.978133,0.000000,24.978133
6201,150,155,50.000000,14.988800,93.750000,158.738800
6202,150,155,50.000000,14.999467,0.000000,64.999467
6203,150,155,50.000000,15.010133,0.000000,65.010133
6204,150,155,50.000000,15.020800,0.000000,65.020800
6205,150,155,50.000000,15.031467,0.000000,65.031467
6206,150,149,-10.000000,15.029333,-140.625000,-135.595667
6207,150,149,-10.000000,15.027200,0.000000,5.027200
6208,150,149,-10.000000,15.025067,0.000000,5.025067
6209,150,149,-10.000000,15.022933,0.000000,5.022933
6210,150,149,-10.000000,15.020800,0.000000,5.020800
6211,150,147,-30.000000,15.014400,-46.875000,-61.860600
6212,150,147,-30.000000,15.008000,0.000000,-14.992000
6213,150,147,-30.000000,15.001600,0.000000,-14.998400
6214,150,147,-30.000000,14.995200,0.000000,-15.004800
6215,150,147,-30.000000,14.988800,0.000000,-15.011200
6216,150,146,-40.000000,14.980267,-23.437500,-48.457233
6217,150,146,-40.000000,14.971733,0.000000,-25.028267
6218,150,146,-40.000000,14.963200,0.000000,-25.036800
6219,150,146,-40.000000,14.954667,0.000000,-25.045333
6220,150,146,-40.000000,14.946133,0.000000,-25.053867
6221,150,149,-10.000000,14.944000,70.312500,75.256500
6222,150,149,-10.000000,14.941867,0.000000,4.941867
6223,150,149,-10.000000,14.939733,0.000000,4.939733
6224,150,149,-10.000000,14.937600,0.000000,4.937600
6225,150,149,-10.000000,14.935467,0.000000,4.935467
6226,150,143,-70.000000,14.920533,-140.625000,-195.704467
6227,150,143,-70.000000,14.905600,0.000000,-55.094400
6228,150,143,-70.000000,14.890667,0.000000,-55.109333
6229,150,143,-70.000000,14.875733,0.000000,-55.124267
6230,150,143,-70.000000,14.860800,0.000000,-55.139200
6231,150,147,-30.000000,14.854400,93.750000,78.604400
6232,150,147,-30.000000,14.848000,0.000000,-15.152000
6233,150,147,-30.000000,14.841600,0.000000,-15.158400
6234,150,147,-30.000000,14.835200,0.000000,-15.164800
6235,150,147,-30.000000,14.828800,0.000000,-15.171200
6236,150,147,-30.000000,14.822400,0.000000,-15.177600
6237,150,147,-30.000000,14.816000,0.000000,-15.184000
6238,150,147,-30.000000,14.809600,0.000000,-15.190400
6239,150,147,-30.000000,14.803200,0.000000,-15.196800
6240,150,145,-50.000000,14.792533,-46.875000,-82.082467
6241,150,145,-50.000000,14.781867,0.000000,-35.218133
6242,150,145,-50.000000,14.771200,0.000000,-35.228800
6243,150,145,-50.000000,14.760533,0.000000,-35.239467
6244,150,145,-50.000000,14.749867,0.000000,-35.250133
6245,150,145,-50.000000,14.739200,0.000000,-35.260800
6246,150,145,-50.000000,14.728533,0.000000,-35.271467
6247,150,145,-50.000000,14.717867,0.000000,-35.282133
6248,150,145,-50.000000,14.707200,0.000000,-35.292800
6249,150,145,-50.000000,14.696533,0.000000,-35.303467
6250,200,146,-540.000000,14.581333,-1148.437500,-1673.856167
6251,200,146,-540.000000,14.466133,0.000000,-525.533867
6252,200,146,-540.000000,14.350933,0.000000,-525.649067
6253,200,146,-540.000000,14.235733,0.000000,-525.764267
6254,200,146,-540.000000,14.120533,0.000000,-525.879467
6255,200,146,-540.000000,14.005333,0.000000,-525.994667
6256,200,146,-540.000000,13.890133,0.000000,-526.109867
6257,200,146,-540.000000,13.774933,0.000000,-526.225067
6258,200,146,-540.000000,13.659733,0.000000,-526.340267
6259,200,146,-540.000000,13.544533,0.000000,-526.455467
6260,200,148,-520.000000,13.433600,46.875000,-459.691400
6261,200,148,-520.000000,13.322667,0.000000,-506.677333
6262,200,148,-520.000000,13.211733,0.000000,-506.788267
6263,200,148,-520.000000,13.100800,0.000000,-506.899200
6264,200,148,-520.000000,12.989867,0.000000,-507.010133
6265,200,158,-420.000000,12.900267,234.375000,-172.724733
6266,200,158,-420.000000,12.810667,0.000000,-407.189333
6267,200,158,-420.000000,12.721067,0.000000,-407.278933
6268,200,158,-420.000000,12.631467,0.000000,-407.368533
6269,200,158,-420.000000,12.541867,0.000000,-407.458133
6270,200,168,-320.000000,12.473600,234.375000,-73.151400
6271,200,168,-320.000000,12.405333,0.000000,-307.594667
6272,200,168,-320.000000,12.337067,0.000000,-307.662933
6273,200,168,-320.000000,12.268800,0.000000,-307.731200
6274,200,168,-320.000000,12.200533,0.000000,-307.799467
6275,200,187,-130.000000,12.172800,445.312500,327.485300
6276,200,187,-130.000000,12.145067,0.000000,-117.854933
6277,200,187,-130.000000,12.117333,0.000000,-117.882667
6278,200,187,-130.000000,12.089600,0.000000,-117.910400
6279,200,185,-150.000000,12.057600,-46.875000,-184.817400
6280,200,185,-150.000000,12.025600,0.000000,-137.974400
6281,200,185,-150.000000,11.993600,0.000000,-138.006400
6282,200,185,-150.000000,11.961600,0.000000,-138.038400
6283,200,185,-150.000000,11.929600,0.000000,-138.070400
6284,200,198,-20.000000,11.925333,304.687500,296.612833
6285,200,198,-20.000000,11.921067,0.000000,-8.078933
6286,200,198,-20.000000,11.916800,0.000000,-8.083200
6287,200,198,-20.000000,11.912533,0.000000,-8.087467
6288,200,198,-20.000000,11.908267,0.000000,-8.091733
6289,200,180,-200.000000,11.865600,-421.875000,-610.009400
6290,200,180,-200.000000,11.822933,0.000000,-188.177067
6291,200,180,-200.000000,11.780267,0.000000,-188.219733
6292,200,180,-200.000000,11.737600,0.000000,-188.262400
6293,200,180,-200.000000,11.694933,0.000000,-188.305067
6294,200,189,-110.000000,11.671467,210.937500,112.608967
6295,200,189,-110.000000,11.648000,0.000000,-98.352000
6296,200,189,-110.000000,11.624533,0.000000,-98.375467
6297,200,189,-110.000000,11.601067,0.000000,-98.398933
6298,200,189,-110.000000,11.577600,0.000000,-98.422400
6299,200,187,-130.000000,11.549867,-46.875000,-165.325133
6300,200,187,-130.000000,11.522133,0.000000,-118.477867
6301,200,187,-130.000000,11.494400,0.000000,-118.505600
6302,200,187,-130.000000,11.466667,0.000000,-118.533333
6303,200,187,-130.000000,11.438933,0.000000,-118.561067
6304,200,198,-20.000000,11.434667,257.812500,249.247167
6305,200,198,-20.000000,11.430400,0.000000,-8.569600
6306,200,198,-20.000000,11.426133,0.000000,-8.573867
6307,200,198,-20.000000,11.421867,0.000000,-8.578133
6308,200,189,-110.000000,11.398400,-210.937500,-309.539100
6309,200,189,-110.000000,11.374933,0.000000,-98.625067
6310,200,189,-110.000000,11.351467,0.000000,-98.648533
6311,200,189,-110.000000,11.328000,0.000000,-98.672000
6312,200,189,-110.000000,11.304533,0.000000,-98.695467
6313,200,200,0.000000,11.304533,257.812500,269.117033
6314,200,200,0.000000,11.304533,0.000000,11.304533
6315,200,200,0.000000,11.304533,0.000000,11.304533
6316,200,200,0.000000,11.304533,0.000000,11.304533
6317,200,200,0.000000,11.304533,0.000000,11.304533
6318,200,188,-120.000000,11.278933,-281.250000,-389.971067
6319,200,188,-120.000000,11.253333,0.000000,-108.746667
6320,200,188,-120.000000,11.227733,0.000000,-108.772267
6321,200,188,-120.000000,11.202133,0.000000,-108.797867
6322,200,188,-120.000000,11.176533,0.000000,-108.823467
6323,200,192,-80.000000,11.159467,93.750000,24.909467
6324,200,192,-80.000000,11.142400,0.000000,-68.857600
6325,200,192,-80.000000,11.125333,0.000000,-68.874667
6326,200,192,-80.000000,11.108267,0.000000,-68.891733
6327,200,192,-80.000000,11.091200,0.000000,-68.908800
6328,200,196,-40.000000,11.082667,93.750000,64.832667
6329,200,196,-40.000000,11.074133,0.000000,-28.925867
6330,200,196,-40.000000,11.065600,0.000000,-28.934400
6331,200,196,-40.000000,11.057067,0.000000,-28.942933
6332,200,196,-40.000000,11.048533,0.000000,-28.951467
6333,200,208,80.000000,11.065600,281.250000,372.315600
6334,200,208,80.000000,11.082667,0.000000,91.082667
6335,200,208,80.000000,11.099733,0.000000,91.099733
6336,200,208,80.000000,11.116800,0.000000,91.116800
6337,200,208,80.000000,11.133867,0.000000,91.133867
6338,200,207,70.000000,11.148800,-23.437500,57.711300
6339,200,207,70.000000,11.163733,0.000000,81.163733
6340,200,207,70.000000,11.178667,0.000000,81.178667
6341,200,207,70.000000,11.193600,0.000000,81.193600
6342,200,212,120.000000,11.219200,117.187500,248.406700
6343,200,212,120.000000,11.244800,0.000000,131.244800
6344,200,212,120.000000,11.270400,0.000000,131.270400
6345,200,212,120.000000,11.296000,0.000000,131.296000
6346,200,212,120.000000,11.321600,0.000000,131.321600
6347,200,202,20.000000,11.325867,-234.375000,-203.049133
6348,200,202,20.000000,11.330133,0.000000,31.330133
6349,200,202,20.000000,11.334400,0.000000,31.334400
6350,200,202,20.000000,11.338667,0.000000,31.338667
6351,200,202,20.000000,11.342933,0.000000,31.342933
6352,200,205,50.000000,11.353600,70.312500,131.666100
6353,200,205,50.000000,11.364267,0.000000,61.364267
6354,200,205,50.000000,11.374933,0.000000,61.374933
6355,200,205,50.000000,11.385600,0.000000,61.385600
6356,200,205,50.000000,11.396267,0.000000,61.396267
6357,200,203,30.000000,11.402667,-46.875000,-5.472333
6358,200,203,30.000000,11.409067,0.000000,41.409067
6359,200,203,30.000000,11.415467,0.000000,41.415467
6360,200,203,30.000000,11.421867,0.000000,41.421867
6361,200,203,30.000000,11.428267,0.000000,41.428267
6362,200,211,110.000000,11.451733,187.500000,308.951733
6363,200,211,110.000000,11.475200,0.000000,121.475200
6364,200,211,110.000000,11.498667,0.000000,121.498667
6365,200,211,110.000000,11.522133,0.000000,121.522133
6366,200,211,110.000000,11.545600,0.000000,121.545600
6367,200,200,0.000000,11.545600,-257.812500,-246.266900
6368,200,200,0.000000,11.545600,0.000000,11.545600
6369,200,200,0.000000,11.545600,0.000000,11.545600
6370,200,200,0.000000,11.545600,0.000000,11.545600
6371,200,200,0.000000,11.545600,0.000000,11.545600
6372,200,206,60.000000,11.558400,140.625000,212.183400
6373,200,206,60.000000,11.571200,0.000000,71.571200
6374,200,206,60.000000,11.584000,0.000000,71.584000
6375,200,206,60.000000,11.596800,0.000000,71.596800
6376,200,206,60.000000,11.609600,0.000000,71.609600
6377,200,201,10.000000,11.611733,-117.187500,-95.575767
6378,200,201,10.000000,11.613867,0.000000,21.613867
6379,200,201,10.000000,11.616000,0.000000,21.616000
6380,200,201,10.000000,11.618133,0.000000,21.618133
6381,200,211,110.000000,11.641600,234.375000,356.016600
6382,200,211,110.000000,11.665067,0.000000,121.665067
6383,200,211,110.000000,11.688533,0.000000,121.688533
6384,200,211,110.000000,11.712000,0.000000,121.712000
6385,200,211,110.000000,11.735467,0.000000,121.735467
6386,200,196,-40.000000,11.726933,-351.562500,-379.835567
6387,200,196,-40.000000,11.718400,0.000000,-28.281600
6388,200,196,-40.000000,11.709867,0.000000,-28.290133
6389,200,196,-40.000000,11.701333,0.000000,-28.298667
6390,200,196,-40.000000,11.692800,0.000000,-28.307200
6391,200,200,0.000000,11.692800,93.750000,105.442800
6392,200,200,0.000000,11.692800,0.000000,11.692800
6393,200,200,0.000000,11.692800,0.000000,11.692800
6394,200,200,0.000000,11.692800,0.000000,11.692800
6395,200,200,0.000000,11.692800,0.000000,11.692800
6396,200,201,10.000000,11.694933,23.437500,45.132433
6397,200,201,10.000000,11.697067,0.000000,21.697067
6398,200,201,10.000000,11.699200,0.000000,21.699200
6399,200,201,10.000000,11.701333,0.000000,21.701333
6400,200,201,10.000000,11.703467,0.000000,21.703467
6401,200,197,-30.000000,11.697067,-93.750000,-112.052933
6402,200,197,-30.000000,11.690667,0.000000,-18.309333
6403,200,197,-30.000000,11.684267,0.000000,-18.315733
6404,200,197,-30.000000,11.677867,0.000000,-18.322133
6405,200,197,-30.000000,11.671467,0.000000,-18.328533
6406,200,199,-10.000000,11.669333,46.875000,48.544333
6407,200,199,-10.000000,11.667200,0.000000,1.667200
6408,200,199,-10.000000,11.665067,0.000000,1.665067
6409,200,199,-10.000000,11.662933,0.000000,1.662933
6410,200,199,-10.000000,11.660800,0.000000,1.660800
6411,200,199,-10.000000,11.658667,0.000000,1.658667
6412,200,199,-10.000000,11.656533,0.000000,1.656533
6413,200,199,-10.000000,11.654400,0.000000,1.654400
6414,200,199,-10.000000,11.652267,0.000000,1.652267
6415,200,197,-30.000000,11.645867,-46.875000,-65.229133
6416,200,197,-30.000000,11.639467,0.000000,-18.360533
